English,Japanese
softness,柔軟性
softy,人の言いなりになる人
soggy,ふやけた
soil,土壌
soja,大豆
sojourn,滞在
solace,慰め
sold,販売
solder,はんだ
soldier,兵士
sole,唯一の
solecism,破格
solely,もっぱら
solemn,厳粛な
solemnity,厳粛
solemnly,厳粛に
solicit,求める
solicitation,勧誘
solicitor,事務弁護士
solicitous,良く気が付く
solicitude,配慮
solid,固体
solidarity,連帯
solidify,固める
solidity,堅実性
solidly,しっかりと
soliloquy,独り言
solipsism,自己中心主義
solitary,孤独な
solitude,孤独
solstice,最高点
solubility,溶解度
solubilized,可溶化
soluble,水溶性の
solute,溶質
solvable,解ける
solvation,溶媒和
solve,解決する
solvency,支払能力
solvent,溶剤
somatic,体細胞の
somber,地味な
sombre,悲愴
some,いくつかの
somebody,誰か
someday,いつか
somehow,何とか
someone,誰か
someplace,どこかに
somersault,宙返り
something,何か
sometime,いつか
sometimes,時々
somewhat,多少
somewhere,どこかに
somite,体節
somnolence,傾眠
somnolent,眠い　
son,息子
song,歌
songbird,歌姫
songwriter,作詞家
sonicated,超音波処理
sonication,超音波処理
sonny,坊や
Sonora,ソノラ州
sonority,鳴り響くこと
sonorous,朗々
soon,すぐに
sooner,より早く
soot,すす
sooth,真実
soothe,落ち着かせる
soothed,慰め
soothing,なだめる
soothingly,なだめるように
soothsayer,占い師
sooty,すすけた
sop,びしょぬれ
sophisticated,洗練された
sophistication,洗練
sophistry,詭弁
sophomore,2年生
sophomoric,(高校･大学)2年生の
soporific,催眠剤
sorbent,吸着剤
sorcery,魔術
sordid,浅ましい　
sore,痛い　
sorely,痛んで
soreness,痛み
sorority,女子学生クラブ
sorrel,栗色
sorrow,悲しみ
sorrowful,悲しい　
sorrowfully,悲しそうに
sorry,ごめんなさい
sorta,みかん
sortie,出撃
sought,求められる
soul,魂
soulful,魂のこもった
soulless,無情な
sound,聞こえる
soundly,ぐっすりと
soundness,健全性
soupy,酒に酔って
sour,酸っぱい　
sourced,ソース化
sourpuss,いつも不機嫌な人
south,南
southeast,南東
southeastern,南東の
southerly,南風
southerner,南部地方の人
southernmost,最南端の
southward,南方
southwest,南西
southwestern,南西部の
souvenir,お土産
sovereignty,主権
Soviet,ソ連
sow,雌豚
sown,播種
soy,大豆
soybean,大豆
spacecraft,宇宙船
spaced,間隔を置いた
spaceman,宇宙飛行士
spacer,スペーサー 
spaceship,宇宙船
spacious,広々とした
spammer,スパム業者
Spaniard,スペイン人
Spanish,スペイン語
spank,たたく
spanked,酔っぱらった
spanking,平手打ち
sparingly,控えめに
sparkle,輝く
sparkler,線香花火
sparkly,キラキラ光る
sparse,まばらな
sparsely,まばらに
Spartan,スパルタの
spasm,けいれん
spasmodic,けいれん性の
spate,洪水
spatial,空間的な
spatially,空間的に
spatula,小型薬さじ
spay,卵巣を取り去る
spayed,卵巣摘出
spaz,無能　
speak,話す
speaking,話し中···
spear,槍
spearhead,陣頭指揮を執る
special,特別な
specialist,専門家
speciality,専門
specialization,専門化
specialize,専門にする
specialized,専門の
specially,特別に
specialty,専門
species,種類
specific,特定
specifically,具体的に
specification,仕様
specificity,特異性
specifics,仕様
specify,特定する
specimen,試料
specious,もっともらしい　
speckled,斑点の 
spectacle,光景
spectacles,眼鏡
spectacular,壮大な
spectacularly,見事に
spectator,観客
specter,亡霊
spectre,亡霊
spectrometry,分光分析
spectrophotometer,分光光度計
spectrophotometrically,分光光度法で
spectrophotometry,分光光度法
spectroscopy,分光法
speculate,推測する
speculation,投機
speculative,投機的な
speculator,投機家
speechless,言葉を失う
speed,速度
speedily,速く
spellbind,魅了する
spellbound,魅せられた
spelling,綴り
spend,過ごす
spending,支出
spendthrift,浪費家
spent,使用済みの
sperm,精子
spermatogenesis,精子形成
spermatozoon,精子
spew,吐き出す
sphere,球
spherical,球状
sphincter,括約筋
spiced,香辛料の効いた
spidery,クモの巣
spiel,熱弁
spiff,めかす
spiffy,しゃれた
spigot,蛇口
spikey,フック側
spill,流出
spilling,こぼれること
spillover,溢出効果
spillway,余水路
spilt,こぼれた
spinach,ほうれん草
spinal,脊髄の
spindly,細長い　
spine,脊椎
spineless,ひ弱な
spinney,雑木林
spinoff,振り落とす
spinster,未婚女性
spiny,とげのある
spire,尖塔
spirit,アルコールの
spirited,活発な
spirituality,霊性
spiritually,精神的に
spit,つば(を吐く)
spite,にもかかわらず
spiteful,悪意のある
spittle,唾
splanchnic,内臓の
splatter,跳ねる
spleen,脾臓
splendid,素晴らしい　
splendidly,華麗に
splendor,素晴らしさ
splendour,素晴らしさ
splenic,脾臓の
splenocyte,脾細胞
splenomegaly,脾腫
spliced,スプライシングされた
splinter,破片
splintered,分裂
splitting,分裂
splotch,斑点
splurge,散財
spoil,台無し
spoilage,損傷
spoiled,甘やかされて育った
spoils,戦利品
spoilt,甘やかされて育った
spokeswoman,広報担当者
spongiform,海綿状
spongy,海綿状
sponsorship,後援
spontaneity,自発性
spontaneous,自発
spontaneously,自発的に
spook,幽霊
spooky,不気味な
spoonful,スプーン一杯
sporadic,散発的な
sporadically,散発的に
spore,胞子
sporting,スポーツの
spotless,非の打ちどころのない
spotty,むらのある
spousal,配偶者の
spouse,配偶者
spout,注ぎ口
spp,属
sprain,捻挫
sprained,捻挫
sprawled,大の字に寝そべった
spray,小枝
sprayed,噴霧
sprayer,噴霧器
spreader,散布機
spree,ばか騒ぎ
sprig,小枝
sprightly,元気な
spring,春
springtime,春
springy,弾力のある
sprinkle,振りかける
sprout,もやし
sprouted,発芽
spry,元気な
spunk,勇気
spunky,魅力的な
spurious,私生児の
spurn,はねつける
sputter,パチパチと音を立てる
sputum,痰
squabble,つまらないけんか
squabbling,口論
squad,分隊
squadron,戦隊
squalid,むさ苦しい　
squalor,みすぼらしさ
squamous,扁平上皮
squander,浪費
square,平方
squarely,正面から
squashed,押しつぶされた
squatter,無断居住者
squawk,不平
squeaky,きしむ
squeal,悲鳴
squeamish,うるさい　
squib,爆竹
squiggle,走り書き
squint,斜視
squire,大地主
squirm,身をよじる
squirt,噴出
squish,圧搾
squished,踏み付け
stab,刺す
stabbing,突き刺すような
stabile,安定した
stability,安定性
stabilization,安定化
stabilize,安定させる
stable,安定した
stably,安定
stagecoach,駅馬車
stagey,芝居がかった
staggered,互い違いの
staggering,驚異的
stagnant,よどんだ
stagnate,滞る
stagnation,停滞
staid,落ち着いた
stain,染色
stained,着色した
staining,染色
stair,階段
staircase,階段
stairway,階段
stairwell,階段の吹き抜け
stakeholder,利害関係者
stalactite,鍾乳石
stalagmite,石筍
stale,古い　
stalemate,こう着状態
Stalinist,スターリン主義の
stalk,茎
stall,露店
stallion,種馬
stalwart,屈強な
stamen,雄しべ
stammer,口ごもる
stamped,型打ちした
stampede,殺到
stanch,止める
stanchion,支柱
stand,立つ
standard,標準
standardization,標準化
standardize,標準化する
standardized,標準化された
standby,待機する
standoff,孤立
standout,目立つ
standpoint,観点
standstill,停止
standup,立ち上がる
staph,ブドウ球菌
staphylococcal,ブドウ球菌
staphylococcus,ブドウ球菌
starboard,右舷
starch,でんぷん
starchy,でんぷん質の
stare,凝視
staring,見つめ
starkly,全く
starlight,星明かり
starred,主演
starring,主演
starry,星明かりの
starship,宇宙船
starting,出発
startle,驚き
startling,驚くべき
startlingly,驚くほどに
startup,起動
starvation,飢餓
starve,飢える
stasis,静止状態
state,状態
statecraft,国政
stated,述べた
statehood,州である状態
statehouse,州議会議事堂
stately,風格のある
statement,声明
stateroom,特別室
States,米国
statesman,政治家
statewide,州全体にわたる
static,静的
station,駅
stationary,定常
stationery,文房具
statistic,統計量
statistical,統計的
statistically,統計的に
statistician,統計学者
statistics,統計
stats,統計
statuary,彫像術
statue,彫像
statuesque,彫像のような
statuette,小像
stature,身長
status,状態
statute,法律
statutory,法定の
staunch,忠実な
staunchly,断固として
stave,穴を開ける
stay,滞在
staying,滞在
stead,代わり
steadfast,不動の
steadfastly,断固として
steadily,着実に
steady,安定した
steal,盗む
stealthily,こっそり
stealthy,内密の
steamboat,蒸気船
steamroller,強圧
steamship,汽船
steamy,高温多湿の
steelworker,製鋼工
steely,冷酷な
steep,急な
steeped,染み込ん
steeper,急勾配
steepest,最も急な
steeple,尖塔
steeplechase,障害物競走
steeply,急に
steer,舵を取る
stellar,恒星の
stellate,星形の
stench,悪臭
stenographer,速記者
stentorian,大声の
stepbrother,義兄弟
stepchild,継子
stepdaughter,継娘
stepfather,継父
stepmom,継母 
stepmother,継母
steppingstone,踏み石
stepson,継息子
stepwise,段階的な
stereotyped,定型
stereotypical,ありふれた
steric,立体
sterile,無菌の
sterility,不妊
sterilization,不妊手術
sterilize,殺菌する
stern,船尾
sternly,厳しく
sternness,厳しさ
sternum,胸骨
steroidogenic,ステロイド産の
stethoscope,聴診器
stevedore,港湾作業員
stewardship,管理
stick,棒
sticking,粘着
stickler,こだわる人
stiff,堅い　
stiffed,固められた
stiffen,こわばる
stiffer,硬め
stiffly,堅苦しく
stiffness,剛性
stifle,抑える
stifled,窒息
stigma,汚名
stigmatize,汚名を着せる
stigmatized,汚名を着せ
stile,踏み段
stiletto,小剣
still,まだ
stillness,静けさ
stilt,竹馬
stilted,堅苦しい　
stimulant,覚醒剤
stimulate,刺激する
stimulation,刺激
stimulator,刺激
stimulatory,刺激
stimulus,刺激
sting,刺す
stinging,痛烈
stingy,けちな
stink,悪臭
stinky,臭い
stint,出し惜しみ
stipe,茎
stipend,奨学金
stipulate,規定する
stipulation,規定
stir,かき混ぜる
stirring,攪拌
stirrup,あぶみ
stochastic,確率論的な
stock,株式
stockade,防御柵
stockbroker,株式仲買人
stockholder,株主
stockpile,備蓄
stocky,ずんぐりした
stodgy,退屈な
stoical,感情を表に出さない
stoichiometry,化学量論
Stoicism,禁欲主義
stoker,機関員
stolid,鈍い　
stomach,胃
stomp,踏みつける
stone,石
stonemason,石工
stonewall,石垣の
stonework,石細工
stony,石の多い　
stood,立っていた
stooge,ぼけ役
stoop,猫背
stop,停止
stopgap,一時しのぎの
stopover,途中降機
stoppage,杜絶
stopping,停止
store,店
storefront,店先
storehouse,倉庫
storekeeper,店主
storeroom,物置
storey,階
storied,物語で名高い　
storm,嵐
stormy,嵐の
storyline,ストーリー展開
storyteller,.物語作家
stovepipe,ストーブ​​の煙突
stowaway,密航者
strafe,機銃掃射
straggle,散在
straggler,敗残兵
straggly,散在した
straight,まっすぐ
straighten,整える
straightened,まっすぐに
straightforward,簡単な
straightforwardly,素直に
strain,緊張させる
strait,海峡
straitjacket,拘束
stranded,座礁させる
strange,奇妙な
strangely,妙に
stranger,見知らぬ人
strangest,奇妙な
strangle,絞める
stranglehold,締め付け
strangulation,絞殺
stratagem,計略
strategic,戦略的
strategically,戦略
strategist,戦略家
strategy,戦略
stratification,成層
stratified,層状
stratify,階層化する
stratosphere,成層圏
stratum,地層
strayed,迷い
streamline,スリム化
streamlined,合理化された
streamlining,合理化
streetcar,路面電車
streetlight,街灯
streetwise,世慣れた
strength,力
strengthen,強化する
strengthening,強化
strenuous,激しい　
strenuously,精力的に
strep,連鎖球菌
streptococcus,連鎖球菌
stressful,ストレスの多い　
stretchy,伸縮性のある
strew,ばらまく
striatal,線条体
striated,線状の
striatum,線条体
stricken,襲われた
strict,厳しい　
stricter,厳格な
strictest,最も厳しい　
strictly,厳密に
stricture,狭窄
strident,耳障りな
strife,争い
strikeout,三振
striking,印象的な
strikingly,際立って
string,文字列
stringent,厳しい　
stringy,糸を引く
strip,細長い一片
striped,縞模様の
strive,努力する
stroll,散歩
strolled,ぶらぶらする
stromal,間質
strong,強い　
stronger,強い
strongest,最強
stronghold,拠点
strongly,強く
strongman,有力
structural,構造上の
structurally,構造的に
structure,構造
structured,構造化された
struggle,闘争
strum,掻き鳴らす
strung,神経質
stub,切り株
stubble,切株
stubborn,頑固な
stubbornly,頑固に
stubbornness,頑固
stubby,ずんぐりした
student,生徒
studies,研究
studious,学問に励む
studiously,わざと
study,研究する
studying,勉強
stuffy,息苦しい　
stultify,台なしにする
stumble,つまずく
stump,切り株
stumped,困惑
stun,気絶させる
stunner,大きな衝撃を与えるもの
stunning,素晴らしい　
stunningly,驚くほど
stupa,仏舎利塔
stupefy,ぼうっとさせる
stupendous,途方もない
stupid,愚か
stupidest,愚かな
stupidity,愚かさ
stupidly,愚かに
stupor,昏迷
sturdy,頑丈な
sty,麦粒腫
stylistic,文体の
stylistically,文体的に
stylized,定型化された
stymie,邪魔する
suasion,勧告
suave,上品さ
subatomic,原子を構成する
subcapsular,被膜下の
subcategory,下位範疇
subcellular,細胞内の
subcommittee,小委員会
subconscious,潜在意識
subconsciously,無意識のうちに
subcontinent,亜大陸
subcontract,下請け
subcontractor,下請業者
subcutaneous,皮下
subcutaneously,皮下に
subdivide,再分割する
subdivided,細分化
subdivision,再分割
subdue,征服する
subdued,落ち着いた
subfamily,亜科
subfield,部分体
subgraph,部分グラフ
subgroup,亜群
subhead,小見出し
subject,主題
subjection,服従
subjective,主観的
subjectivity,主観性
subjugate,意のままに操る
subjugation,征服
subjunctive,仮定法の
sublet,また貸し
sublethal,致死下の
sublimate,昇華させる
sublimation,昇華
sublime,崇高な
sublimely,崇高
subliminal,意識下の
sublimity,崇高
submarine,潜水艦
submariner,潜水艦乗組員
submerge,水没
submerged,水没
submersible,潜水艇
submission,提出
submissive,従順な
submit,提出する
submitted,提出
subnormal,非正規の
suboptimal,次善の
subordinate,下位
subpart,下位区分
subplot,わき筋
subpoena,召喚状
subpopulation,亜集団
subscale,下位尺度
subscribe,購読する
subscriber,加入者
subscript,添字
subsection,小区分
subsequence,部分列
subsequent,続く
subsequently,その後
subservience,従属
subservient,卑屈な
subside,静まる
subsidiary,子会社
subsidize,援助する
subsidy,補助金
subsist,生存する
subsistence,生存
subspace,部分空間
substance,物質
substantial,かなりの
substantially,実質的
substantiate,立証する
substantiated,実証
substantive,実質的な
substitute,代替
